countA, countB, T, UDC, VRF
23V, 8.6*1e-6<built-in method now of type object at 0x00007FF8D81B3AB0>VOcto = 45V
299,0, 49.9803409576416, -3.0, 372
300,0, 50.276018381118774, -3.0, 372
300,0, 50.57209062576294, -2.5, 372
300,0, 50.86710786819458, -2.5, 372
300,0, 51.16281747817993, -2.0, 372
300,0, 51.46047854423523, -2.0, 372
300,0, 51.75585722923279, -1.5, 372
300,0, 52.052977323532104, -1.5, 372
300,0, 52.35012865066528, -1.0, 372
300,0, 52.64457583427429, -1.0, 372
300,0, 52.939804792404175, -0.5, 372
300,0, 53.23364973068237, -0.5, 372
300,0, 53.53228402137756, 0.0, 372
300,0, 53.827858686447144, 0.0, 372
300,2, 54.122636556625366, 0.5, 372
300,0, 54.41733431816101, 0.5, 372
300,0, 54.71253442764282, 1.0, 372
299,0, 55.0086350440979, 1.0, 372
300,2, 55.3043053150177, 1.5, 372
299,2, 55.599695920944214, 1.5, 372
300,3, 55.89772844314575, 2.0, 372
299,4, 56.19102668762207, 2.0, 372
300,3, 56.487104177474976, 2.5, 372
300,10, 56.78033709526062, 2.5, 372
300,11, 57.07630228996277, 3.0, 372
300,20, 57.37034869194031, 3.0, 372
300,26, 57.667640686035156, 3.5, 372
300,29, 57.96206760406494, 3.5, 372
300,23, 58.2558057308197, 4.0, 372
300,41, 58.55182480812073, 4.0, 372
300,39, 58.84863805770874, 4.5, 372
300,29, 59.14528846740723, 4.5, 372
300,39, 59.44143629074097, 4.5, 372
300,32, 59.73473620414734, 4.5, 372
300,26, 60.028348445892334, 4.0, 372
300,33, 60.3228759765625, 4.0, 372
300,21, 60.61893057823181, 3.5, 372
300,25, 60.91692614555359, 3.5, 372
299,19, 61.21191596984863, 3.0, 372
301,18, 61.50822734832764, 3.0, 372
299,12, 61.79866027832031, 2.5, 372
300,16, 62.09264326095581, 2.5, 372
300,5, 62.3874249458313, 2.0, 372
300,5, 62.68282127380371, 2.0, 372
300,0, 62.978071212768555, 1.5, 372
300,3, 63.27618336677551, 1.5, 372
300,1, 63.57502722740173, 1.0, 372
300,3, 63.871203899383545, 1.0, 372
300,0, 64.16502571105957, 0.5, 372
300,0, 64.4619836807251, 0.5, 372
300,0, 64.7572693824768, 0.0, 372
300,0, 65.05284547805786, 0.0, 372
300,1, 65.34860587120056, -0.5, 372
300,0, 65.64255166053772, -0.5, 372
300,0, 65.93971538543701, -1.0, 372
300,0, 66.23357224464417, -1.0, 372
300,0, 66.52878904342651, -1.5, 372
300,0, 66.8220431804657, -1.5, 372
300,0, 67.11860156059265, -2.0, 372
299,0, 67.41282987594604, -2.0, 372
300,0, 67.70975685119629, -2.5, 372
299,0, 68.00398468971252, -2.5, 372
300,0, 68.29887652397156, -3.0, 372
300,0, 68.5929274559021, -3.0, 372
300,0, 68.89005064964294, -3.5, 372
300,0, 69.18631386756897, -3.5, 372
300,0, 69.48188614845276, -4.0, 372
300,0, 69.77773594856262, -4.0, 372
300,0, 70.07164931297302, -4.5, 372
300,0, 70.36603665351868, -4.5, 372
300,0, 70.66086339950562, -5.0, 372
300,0, 70.95625376701355, -5.0, 372
300,0, 71.2504575252533, -5.0, 373
300,0, 71.54621243476868, -5.0, 373
300,0, 71.84312200546265, -4.5, 373
300,0, 72.13885474205017, -4.5, 373
300,0, 72.43434429168701, -4.0, 373
300,0, 72.73066592216492, -4.0, 373
299,0, 73.02725529670715, -3.5, 373
300,0, 73.32048749923706, -3.5, 373
299,0, 73.6149833202362, -3.0, 373
300,0, 73.9106092453003, -3.0, 373
299,0, 74.20540833473206, -2.5, 373
300,0, 74.49949431419373, -2.5, 373
